# Max laser power, a little lower laser power, a little more lower laser power
# TIME, CH1, TIME, CH1, TIME, CH1
7.26E-05, 0.4, 7.26E-05, 0, 7.26E-05, 0
7.27E-05, 0.2, 7.27E-05, 0, 7.27E-05, 0.4
7.27E-05, 0.2, 7.27E-05, 0, 7.27E-05, 0.4
7.27E-05, 0.2, 7.27E-05, 0.2, 7.27E-05, 0
7.27E-05, 0, 7.27E-05, 0.2, 7.27E-05, 0
7.27E-05, 0, 7.27E-05, 0.2, 7.27E-05, 0.2
7.28E-05, 0.2, 7.28E-05, 0.2, 7.28E-05, 0
7.28E-05, 0, 7.28E-05, 0, 7.28E-05, 0.2
7.28E-05, 0, 7.28E-05, 0.2, 7.28E-05, 0.2
7.28E-05, 0.2, 7.28E-05, 0.2, 7.28E-05, 0
7.28E-05, 0.4, 7.28E-05, -0.2, 7.28E-05, 0.2
7.29E-05, 0.2, 7.29E-05, 0, 7.29E-05, 0.2
7.29E-05, 0, 7.29E-05, 0.2, 7.29E-05, 0
7.29E-05, 0.2, 7.29E-05, 0.2, 7.29E-05, 0.2
7.29E-05, 0.4, 7.29E-05, 0.6, 7.29E-05, 0
7.29E-05, 0.2, 7.29E-05, 0, 7.29E-05, 0.2
7.30E-05, 0.4, 7.30E-05, 0.4, 7.30E-05, 0
7.30E-05, 0.6, 7.30E-05, 0.2, 7.30E-05, 0
7.30E-05, 0.4, 7.30E-05, 0.2, 7.30E-05, 0.2
7.30E-05, 0, 7.30E-05, 0, 7.30E-05, 0
7.30E-05, 0.2, 7.30E-05, -0.2, 7.30E-05, 0.4
7.31E-05, 0.2, 7.31E-05, 0, 7.31E-05, 0
7.31E-05, 0.2, 7.31E-05, 0.2, 7.31E-05, 0.2
7.31E-05, 0.2, 7.31E-05, 0, 7.31E-05, 0.4
7.31E-05, 0, 7.31E-05, 0, 7.31E-05, 0.4
7.31E-05, 0.2, 7.31E-05, 0.2, 7.31E-05, 0.2
7.32E-05, 0.2, 7.32E-05, 0.2, 7.32E-05, -0.2
7.32E-05, 0, 7.32E-05, 0.2, 7.32E-05, 0.4
7.32E-05, 0, 7.32E-05, 0.2, 7.32E-05, -0.2
7.32E-05, 0.2, 7.32E-05, 0.4, 7.32E-05, 0
7.32E-05, 0, 7.32E-05, 0, 7.32E-05, 0
7.33E-05, 0.4, 7.33E-05, 0.4, 7.33E-05, 0.2
7.33E-05, 0.2, 7.33E-05, -0.2, 7.33E-05, 0.4
7.33E-05, 0.2, 7.33E-05, 0.2, 7.33E-05, 0.2
7.33E-05, 0.4, 7.33E-05, -0.2, 7.33E-05, 0.2
7.33E-05, 0.2, 7.33E-05, 0, 7.33E-05, 0.4
7.34E-05, 0, 7.34E-05, 0.2, 7.34E-05, 0.4
7.34E-05, 0, 7.34E-05, 0.2, 7.34E-05, -0.2
7.34E-05, 0, 7.34E-05, 0.2, 7.34E-05, 0.2
7.34E-05, 0.2, 7.34E-05, 0.2, 7.34E-05, 0
7.34E-05, 0, 7.34E-05, 0.2, 7.34E-05, 0.2
7.35E-05, 0, 7.35E-05, 0.2, 7.35E-05, 0.2
7.35E-05, 0.4, 7.35E-05, 0, 7.35E-05, -0.2
7.35E-05, 0.2, 7.35E-05, 0.2, 7.35E-05, 0.2
7.35E-05, 0, 7.35E-05, 0.2, 7.35E-05, 0.2
7.35E-05, 0, 7.35E-05, 0, 7.35E-05, 0.4
7.36E-05, 0.2, 7.36E-05, 0, 7.36E-05, 0.2
7.36E-05, 0.2, 7.36E-05, 0, 7.36E-05, 0
7.36E-05, 0.4, 7.36E-05, 0.2, 7.36E-05, 0
7.36E-05, 0.2, 7.36E-05, -0.2, 7.36E-05, 0
7.36E-05, 0.2, 7.36E-05, -0.2, 7.36E-05, 0.2
7.37E-05, 0, 7.37E-05, 0.2, 7.37E-05, 0.2
7.37E-05, 0.2, 7.37E-05, 0, 7.37E-05, -0.2
7.37E-05, 0.2, 7.37E-05, 0.2, 7.37E-05, 0.4
7.37E-05, 0.2, 7.37E-05, 0.2, 7.37E-05, 0.2
7.37E-05, 0.4, 7.37E-05, 0.2, 7.37E-05, 0.2
7.38E-05, 0, 7.38E-05, 0, 7.38E-05, 0
7.38E-05, 0.2, 7.38E-05, 0.2, 7.38E-05, 0.4
7.38E-05, 0.4, 7.38E-05, 0.2, 7.38E-05, 0.2
7.38E-05, 0.2, 7.38E-05, 0, 7.38E-05, 0.4
7.38E-05, 0.2, 7.38E-05, 0, 7.38E-05, -0.2
7.39E-05, 0.2, 7.39E-05, 0.2, 7.39E-05, 0
7.39E-05, 0.2, 7.39E-05, 0.2, 7.39E-05, 0.2
7.39E-05, 0, 7.39E-05, 0, 7.39E-05, 0.4
7.39E-05, 0.4, 7.39E-05, 0.4, 7.39E-05, -0.2
7.39E-05, 0.2, 7.39E-05, 0, 7.39E-05, 0
7.40E-05, 0, 7.40E-05, 0.6, 7.40E-05, 0
7.40E-05, 0.2, 7.40E-05, 0.4, 7.40E-05, 0.2
7.40E-05, 0, 7.40E-05, 0, 7.40E-05, 0.2
7.40E-05, 0, 7.40E-05, 0, 7.40E-05, 0.2
7.40E-05, 0.2, 7.40E-05, 0, 7.40E-05, 0
7.41E-05, 0.2, 7.41E-05, 0, 7.41E-05, 0.4
7.41E-05, 0.4, 7.41E-05, 0.2, 7.41E-05, 0.2
7.41E-05, 0.2, 7.41E-05, 0.6, 7.41E-05, -0.4
7.41E-05, 0, 7.41E-05, 0.2, 7.41E-05, 0.2
7.41E-05, 0.2, 7.41E-05, 0, 7.41E-05, 0
7.42E-05, 0.2, 7.42E-05, 0.2, 7.42E-05, -0.2
7.42E-05, 0, 7.42E-05, 0, 7.42E-05, 0
7.42E-05, 0, 7.42E-05, -0.4, 7.42E-05, 0
7.42E-05, -0.2, 7.42E-05, 0.2, 7.42E-05, 0
7.42E-05, 0.2, 7.42E-05, 0.2, 7.42E-05, 0
7.43E-05, 0, 7.43E-05, 0, 7.43E-05, 0.4
7.43E-05, 0.2, 7.43E-05, 0.2, 7.43E-05, 0
7.43E-05, 0.4, 7.43E-05, 0.4, 7.43E-05, 0.2
7.43E-05, 0, 7.43E-05, 0.2, 7.43E-05, -0.2
7.43E-05, 4.2, 7.43E-05, 0, 7.43E-05, 0
7.44E-05, 4.8, 7.44E-05, -0.2, 7.44E-05, 0.2
7.44E-05, 0.4, 7.44E-05, 0.2, 7.44E-05, 0
7.44E-05, 0, 7.44E-05, 0.2, 7.44E-05, 0
7.44E-05, -0.2, 7.44E-05, 0.4, 7.44E-05, 0.4
7.44E-05, 0, 7.44E-05, 0.2, 7.44E-05, 0.2
7.45E-05, -0.2, 7.45E-05, 0, 7.45E-05, 0
7.45E-05, 0, 7.45E-05, 0.2, 7.45E-05, 0.4
7.45E-05, 0, 7.45E-05, -0.2, 7.45E-05, 0.4
7.45E-05, -0.2, 7.45E-05, 0, 7.45E-05, 0.4
7.45E-05, 0, 7.45E-05, 0, 7.45E-05, 0
7.46E-05, 0, 7.46E-05, 0, 7.46E-05, 0.4
7.46E-05, 0.2, 7.46E-05, 0.4, 7.46E-05, 0.2
7.46E-05, 0.2, 7.46E-05, 0, 7.46E-05, 0
7.46E-05, 0.2, 7.46E-05, 0, 7.46E-05, -0.2
7.46E-05, 0.4, 7.46E-05, 0.4, 7.46E-05, 0.2
7.47E-05, -0.2, 7.47E-05, -0.2, 7.47E-05, 0.2
7.47E-05, 0.4, 7.47E-05, 0, 7.47E-05, 0
7.47E-05, 0.2, 7.47E-05, 0.4, 7.47E-05, 0.2
7.47E-05, 0.2, 7.47E-05, 0, 7.47E-05, 0.2
7.47E-05, 0.2, 7.47E-05, -0.2, 7.47E-05, 0
7.48E-05, 0, 7.48E-05, 0.6, 7.48E-05, 0
7.48E-05, 0.4, 7.48E-05, 0.2, 7.48E-05, 0.4
7.48E-05, 0.2, 7.48E-05, 0.4, 7.48E-05, 0.2
7.48E-05, 0.2, 7.48E-05, 0.2, 7.48E-05, 0
7.48E-05, 0.2, 7.48E-05, 0.4, 7.48E-05, 0.4
7.49E-05, 0, 7.49E-05, 0.2, 7.49E-05, -0.4
7.49E-05, -0.2, 7.49E-05, 0, 7.49E-05, 0
7.49E-05, -0.2, 7.49E-05, 0.2, 7.49E-05, 0.2
7.49E-05, 0.4, 7.49E-05, 0.2, 7.49E-05, -0.2
7.49E-05, 0, 7.49E-05, 0, 7.49E-05, 0
7.50E-05, -0.2, 7.50E-05, 0.2, 7.50E-05, 0.4
7.50E-05, 0.4, 7.50E-05, 0, 7.50E-05, 0.2
7.50E-05, 0.4, 7.50E-05, 0.2, 7.50E-05, 0.2
7.50E-05, 0, 7.50E-05, 0.2, 7.50E-05, 0.2
7.50E-05, 0, 7.50E-05, 0, 7.50E-05, -0.2
7.51E-05, 0, 7.51E-05, 0.4, 7.51E-05, 0
7.51E-05, 0.2, 7.51E-05, 0.2, 7.51E-05, 0.2
7.51E-05, 0.2, 7.51E-05, 0.2, 7.51E-05, 0.2
7.51E-05, 0, 7.51E-05, -0.2, 7.51E-05, 0.2
7.51E-05, 0.4, 7.51E-05, 0, 7.51E-05, 0.4
7.52E-05, 0.2, 7.52E-05, 0, 7.52E-05, 0.2
7.52E-05, 0.2, 7.52E-05, 0.2, 7.52E-05, 0
7.52E-05, 0.2, 7.52E-05, -0.2, 7.52E-05, 0.4
7.52E-05, 0.2, 7.52E-05, 0.4, 7.52E-05, 0
7.52E-05, -0.2, 7.52E-05, 0.2, 7.52E-05, 0.2
7.53E-05, 0, 7.53E-05, 0.2, 7.53E-05, 0.2
7.53E-05, 0, 7.53E-05, 0.2, 7.53E-05, 0.2
7.53E-05, 0.2, 7.53E-05, 0, 7.53E-05, 0
7.53E-05, -0.2, 7.53E-05, 0, 7.53E-05, 0
7.53E-05, 0, 7.53E-05, 0.2, 7.53E-05, 0.2
7.54E-05, 0.2, 7.54E-05, 0.4, 7.54E-05, 0.2
7.54E-05, 0.2, 7.54E-05, 0, 7.54E-05, -0.2
7.54E-05, 0, 7.54E-05, 0, 7.54E-05, 0
7.54E-05, 0, 7.54E-05, 0, 7.54E-05, 0
7.54E-05, 0, 7.54E-05, 0.2, 7.54E-05, 0.2
7.55E-05, 0.2, 7.55E-05, 0, 7.55E-05, -0.2
7.55E-05, 0.2, 7.55E-05, 0.2, 7.55E-05, -0.2
7.55E-05, 0.4, 7.55E-05, 0, 7.55E-05, 0.2
7.55E-05, 0.2, 7.55E-05, 0, 7.55E-05, -0.2
7.55E-05, 0.2, 7.55E-05, 0.2, 7.55E-05, 0
7.56E-05, 0.2, 7.56E-05, 0.2, 7.56E-05, 0.2
7.56E-05, -0.2, 7.56E-05, 0, 7.56E-05, -0.2
7.56E-05, -0.2, 7.56E-05, 0, 7.56E-05, 0
7.56E-05, 4.8, 7.56E-05, 0.2, 7.56E-05, 0
7.56E-05, 4.2, 7.56E-05, 0.8, 7.56E-05, 0.4
7.57E-05, 0.6, 7.57E-05, 0.4, 7.57E-05, 0.4
7.57E-05, 0.2, 7.57E-05, 0.2, 7.57E-05, 0
7.57E-05, 0, 7.57E-05, -0.2, 7.57E-05, 0.2
7.57E-05, 0, 7.57E-05, -0.2, 7.57E-05, 0.2
7.57E-05, 0.2, 7.57E-05, 0, 7.57E-05, 0
7.58E-05, 0.2, 7.58E-05, -0.2, 7.58E-05, 0.2
7.58E-05, 0.2, 7.58E-05, 0.2, 7.58E-05, 0
7.58E-05, 0.2, 7.58E-05, 0, 7.58E-05, 0.2
7.58E-05, 0, 7.58E-05, 0.4, 7.58E-05, 0.4
7.58E-05, 0.4, 7.58E-05, 0, 7.58E-05, 0
7.59E-05, 0.4, 7.59E-05, 0.4, 7.59E-05, 0.2
7.59E-05, 0.4, 7.59E-05, 0.2, 7.59E-05, 0.2
7.59E-05, -0.2, 7.59E-05, 0.4, 7.59E-05, 0
7.59E-05, 0.4, 7.59E-05, -0.2, 7.59E-05, 0.2
7.59E-05, 0.4, 7.59E-05, 0.2, 7.59E-05, 0
7.60E-05, 0.2, 7.60E-05, 0, 7.60E-05, 0.2
7.60E-05, 0, 7.60E-05, 0, 7.60E-05, 0.4
7.60E-05, 0.6, 7.60E-05, 0, 7.60E-05, 0.2
7.60E-05, 0.2, 7.60E-05, 0.2, 7.60E-05, 0
7.60E-05, -0.2, 7.60E-05, 0.2, 7.60E-05, 0
7.61E-05, 0, 7.61E-05, 0, 7.61E-05, 0.4
7.61E-05, 0.2, 7.61E-05, 0.2, 7.61E-05, 0
7.61E-05, 0.6, 7.61E-05, 0, 7.61E-05, 0.4
7.61E-05, -0.2, 7.61E-05, 0, 7.61E-05, 0
7.61E-05, 0.4, 7.61E-05, 0.2, 7.61E-05, -0.2
7.62E-05, -0.2, 7.62E-05, 0, 7.62E-05, 0.2
7.62E-05, 0.2, 7.62E-05, 0, 7.62E-05, 0
7.62E-05, 0.4, 7.62E-05, 0.2, 7.62E-05, 0.2
7.62E-05, 0.2, 7.62E-05, 0.2, 7.62E-05, 0.4
7.62E-05, 0.2, 7.62E-05, 0, 7.62E-05, 0
7.63E-05, 0.2, 7.63E-05, -0.2, 7.63E-05, -0.2
7.63E-05, 0.4, 7.63E-05, 0.2, 7.63E-05, 0.2
7.63E-05, 0, 7.63E-05, 0, 7.63E-05, -0.2
7.63E-05, 0, 7.63E-05, 0, 7.63E-05, -0.2
7.63E-05, 0.2, 7.63E-05, 0.2, 7.63E-05, 0.2
7.64E-05, 0, 7.64E-05, 0.4, 7.64E-05, 0
7.64E-05, 0.2, 7.64E-05, 0.2, 7.64E-05, 0.2
7.64E-05, 0.2, 7.64E-05, 0, 7.64E-05, 0.4
7.64E-05, 0, 7.64E-05, 0.2, 7.64E-05, 0.2
7.64E-05, -0.2, 7.64E-05, 0, 7.64E-05, 0.2
7.65E-05, 0, 7.65E-05, 0.2, 7.65E-05, 0.2
7.65E-05, 0, 7.65E-05, 0.2, 7.65E-05, 0.2
7.65E-05, 0.2, 7.65E-05, -0.2, 7.65E-05, 0
7.65E-05, 0.2, 7.65E-05, 0.2, 7.65E-05, 0.2
7.65E-05, 0.2, 7.65E-05, 0.2, 7.65E-05, -0.2
7.66E-05, -0.2, 7.66E-05, -0.2, 7.66E-05, 0.4
7.66E-05, 0.2, 7.66E-05, 0, 7.66E-05, 0.2
7.66E-05, 0.2, 7.66E-05, 0.4, 7.66E-05, 0.2
7.66E-05, 0.2, 7.66E-05, 0.2, 7.66E-05, 0
7.66E-05, 0, 7.66E-05, 0.2, 7.66E-05, 0.2
7.67E-05, 0, 7.67E-05, 0, 7.67E-05, -0.2
7.67E-05, 0, 7.67E-05, 0.2, 7.67E-05, 0
7.67E-05, 0, 7.67E-05, 0.2, 7.67E-05, 0.4
7.67E-05, 0, 7.67E-05, 0, 7.67E-05, 0.2
7.67E-05, -0.2, 7.67E-05, 0, 7.67E-05, 0.2
7.68E-05, -0.2, 7.68E-05, 0, 7.68E-05, 0.2
7.68E-05, -0.2, 7.68E-05, 0.2, 7.68E-05, 0.2
7.68E-05, 0, 7.68E-05, -0.4, 7.68E-05, 0.2
7.68E-05, 0.4, 7.68E-05, 0, 7.68E-05, 0
7.68E-05, 0.4, 7.68E-05, 0.2, 7.68E-05, 0.2
7.69E-05, 0.2, 7.69E-05, 0.2, 7.69E-05, 0.2
7.69E-05, 0.2, 7.69E-05, 0, 7.69E-05, 0.4
7.69E-05, 0.2, 7.69E-05, -0.2, 7.69E-05, 0.2
7.69E-05, 0.4, 7.69E-05, 0, 7.69E-05, 0
7.69E-05, 0.2, 7.69E-05, 0.2, 7.69E-05, 0.6
7.70E-05, 0, 7.70E-05, 0, 7.70E-05, 0.2
7.70E-05, -0.2, 7.70E-05, 0.4, 7.70E-05, -0.2
7.70E-05, 0.2, 7.70E-05, 0.2, 7.70E-05, 0.2
7.70E-05, 0.2, 7.70E-05, 0.2, 7.70E-05, 0
7.70E-05, 0, 7.70E-05, 0.2, 7.70E-05, -0.4
7.71E-05, 0, 7.71E-05, 0, 7.71E-05, 0.4
7.71E-05, 0, 7.71E-05, 0, 7.71E-05, 0
7.71E-05, 0.2, 7.71E-05, 0.2, 7.71E-05, 0
7.71E-05, 0.2, 7.71E-05, 0.4, 7.71E-05, 0
7.71E-05, 0.2, 7.71E-05, 0, 7.71E-05, 0
7.72E-05, 0.2, 7.72E-05, 0.2, 7.72E-05, -0.2
7.72E-05, 0.2, 7.72E-05, -0.2, 7.72E-05, -0.2
7.72E-05, 0.4, 7.72E-05, 0.2, 7.72E-05, 0.2
7.72E-05, 0, 7.72E-05, 0.2, 7.72E-05, 0.2
7.72E-05, 0, 7.72E-05, -0.2, 7.72E-05, 0
7.73E-05, 0.2, 7.73E-05, -0.2, 7.73E-05, -0.2
7.73E-05, 0.4, 7.73E-05, -0.2, 7.73E-05, 0
7.73E-05, 0.4, 7.73E-05, 0, 7.73E-05, 0.2
7.73E-05, 0, 7.73E-05, 0.2, 7.73E-05, 0
7.73E-05, 0.2, 7.73E-05, -0.2, 7.73E-05, -0.2
7.74E-05, 0, 7.74E-05, -0.2, 7.74E-05, 0
7.74E-05, 0, 7.74E-05, -0.2, 7.74E-05, 0.2
7.74E-05, 0, 7.74E-05, 0.4, 7.74E-05, 0.4
7.74E-05, 0, 7.74E-05, 0.2, 7.74E-05, 0.2
7.74E-05, 0, 7.74E-05, 0.2, 7.74E-05, 0.2
7.75E-05, 0, 7.75E-05, 0, 7.75E-05, 0.2
7.75E-05, 0, 7.75E-05, 0, 7.75E-05, 0
7.75E-05, -0.2, 7.75E-05, 0.4, 7.75E-05, 0.4
7.75E-05, 0, 7.75E-05, 0.4, 7.75E-05, 0
7.75E-05, 0.2, 7.75E-05, 0.4, 7.75E-05, 0
7.76E-05, 0, 7.76E-05, 0.2, 7.76E-05, 0.4
7.76E-05, 0, 7.76E-05, 0, 7.76E-05, 0.6
7.76E-05, 0.2, 7.76E-05, 0, 7.76E-05, 0.4
7.76E-05, -0.2, 7.76E-05, 0, 7.76E-05, 0.2
7.76E-05, 0.2, 7.76E-05, 0.4, 7.76E-05, 0
7.77E-05, 0.2, 7.77E-05, -0.4, 7.77E-05, 0.2
7.77E-05, 0, 7.77E-05, 0.2, 7.77E-05, 0.2
7.77E-05, 0, 7.77E-05, 0.2, 7.77E-05, 0
7.77E-05, 0.2, 7.77E-05, 0.4, 7.77E-05, 0.2
7.77E-05, 0.4, 7.77E-05, 0.6, 7.77E-05, 0
7.78E-05, 0.4, 7.78E-05, 0.2, 7.78E-05, -0.2
7.78E-05, 0.2, 7.78E-05, 0.2, 7.78E-05, 0.2
7.78E-05, 0, 7.78E-05, -0.4, 7.78E-05, 0
7.78E-05, 0.2, 7.78E-05, 0.4, 7.78E-05, 0
7.78E-05, -0.2, 7.78E-05, 0.2, 7.78E-05, 0
7.79E-05, 0, 7.79E-05, -0.2, 7.79E-05, 0.2
7.79E-05, 0, 7.79E-05, 0.2, 7.79E-05, -0.2
7.79E-05, 0, 7.79E-05, 0.2, 7.79E-05, -0.2
7.79E-05, 0.2, 7.79E-05, 0.4, 7.79E-05, 0
7.79E-05, 0.4, 7.79E-05, 0.2, 7.79E-05, 0.4
7.80E-05, 0.4, 7.80E-05, 0.2, 7.80E-05, 0.2
7.80E-05, 0.2, 7.80E-05, 0.6, 7.80E-05, 0.4
7.80E-05, 0.2, 7.80E-05, 0.2, 7.80E-05, 0
7.80E-05, 0.4, 7.80E-05, 0.2, 7.80E-05, 0.2
7.80E-05, 0, 7.80E-05, 0.6, 7.80E-05, 0
7.81E-05, 0.2, 7.81E-05, 0.2, 7.81E-05, 0.4
7.81E-05, 0.4, 7.81E-05, 0, 7.81E-05, 0.2
7.81E-05, 0, 7.81E-05, 0.2, 7.81E-05, 0.2
7.81E-05, 0.2, 7.81E-05, 0, 7.81E-05, 0.4
7.81E-05, 0.4, 7.81E-05, 0, 7.81E-05, 0
7.82E-05, 0.2, 7.82E-05, 0.4, 7.82E-05, 0
7.82E-05, -0.2, 7.82E-05, 0.2, 7.82E-05, 0.2
7.82E-05, 0.2, 7.82E-05, 0.4, 7.82E-05, 0.2
7.82E-05, 0.2, 7.82E-05, 0, 7.82E-05, 0.2
7.82E-05, 0.2, 7.82E-05, 0, 7.82E-05, -0.2
7.83E-05, 0, 7.83E-05, 0.2, 7.83E-05, 0
7.83E-05, 0, 7.83E-05, -0.2, 7.83E-05, -0.2
7.83E-05, 0.2, 7.83E-05, 0.2, 7.83E-05, 0
7.83E-05, 0.4, 7.83E-05, 0.2, 7.83E-05, 0.4
7.83E-05, 0.2, 7.83E-05, 0.2, 7.83E-05, 0.2
7.84E-05, 0, 7.84E-05, 0, 7.84E-05, 0.2
7.84E-05, -0.2, 7.84E-05, -0.2, 7.84E-05, 0
7.84E-05, -0.2, 7.84E-05, 0, 7.84E-05, 0.4
7.84E-05, 0, 7.84E-05, 0.4, 7.84E-05, -0.2
7.84E-05, 0.2, 7.84E-05, 0.4, 7.84E-05, 0
7.85E-05, 0.2, 7.85E-05, 0.2, 7.85E-05, -0.2
7.85E-05, 0.2, 7.85E-05, 0.2, 7.85E-05, 0
7.85E-05, 0.6, 7.85E-05, 0, 7.85E-05, 0.2
7.85E-05, 0.4, 7.85E-05, 0.2, 7.85E-05, 0
7.85E-05, 0, 7.85E-05, 4.4, 7.85E-05, 0
7.86E-05, 0.2, 7.86E-05, 3.8, 7.86E-05, 0.2
7.86E-05, 0.2, 7.86E-05, 0.2, 7.86E-05, 0.2
7.86E-05, 0.2, 7.86E-05, 0, 7.86E-05, 0.2
7.86E-05, 0.2, 7.86E-05, -0.2, 7.86E-05, -0.2
7.86E-05, 0, 7.86E-05, 0, 7.86E-05, 0
7.87E-05, 0, 7.87E-05, 0.4, 7.87E-05, 0.2
7.87E-05, 0.2, 7.87E-05, 0.4, 7.87E-05, 0
7.87E-05, 0.2, 7.87E-05, 0, 7.87E-05, 0
7.87E-05, 0.2, 7.87E-05, 0.2, 7.87E-05, 0.4
7.87E-05, 0.2, 7.87E-05, 0.2, 7.87E-05, 0
7.88E-05, 0.2, 7.88E-05, 0, 7.88E-05, 0.2
7.88E-05, 0.2, 7.88E-05, 0, 7.88E-05, -0.2
7.88E-05, 0.2, 7.88E-05, 0, 7.88E-05, 0.2
7.88E-05, -0.4, 7.88E-05, -0.2, 7.88E-05, 0.2
7.88E-05, 0, 7.88E-05, 0, 7.88E-05, 0.2
7.89E-05, 0, 7.89E-05, 0.2, 7.89E-05, 0
7.89E-05, 0, 7.89E-05, 0.2, 7.89E-05, -0.2
7.89E-05, 0.2, 7.89E-05, 0, 7.89E-05, 0
7.89E-05, 0, 7.89E-05, 0.2, 7.89E-05, -0.2
7.89E-05, 0.2, 7.89E-05, 0.2, 7.89E-05, 0
7.90E-05, 0.2, 7.90E-05, 0.2, 7.90E-05, 0
7.90E-05, -0.2, 7.90E-05, 0.2, 7.90E-05, 0
7.90E-05, -0.4, 7.90E-05, 0, 7.90E-05, 0
7.90E-05, 0.4, 7.90E-05, 0, 7.90E-05, 0.4
7.90E-05, 0.2, 7.90E-05, 0, 7.90E-05, 0.4
7.91E-05, -0.2, 7.91E-05, 0.2, 7.91E-05, 0.2
7.91E-05, 0.6, 7.91E-05, 0, 7.91E-05, 0
7.91E-05, 0, 7.91E-05, 0, 7.91E-05, 0.4
7.91E-05, -0.2, 7.91E-05, 0.2, 7.91E-05, 0.2
7.91E-05, 0.4, 7.91E-05, 0, 7.91E-05, 0.2
7.92E-05, -0.2, 7.92E-05, -0.2, 7.92E-05, 0.4
7.92E-05, 0.4, 7.92E-05, 0.2, 7.92E-05, 0.2
7.92E-05, 0.4, 7.92E-05, 0.2, 7.92E-05, 0.2
7.92E-05, 0, 7.92E-05, 0, 7.92E-05, 0.2
7.92E-05, 0.4, 7.92E-05, 0.2, 7.92E-05, 0.4
7.93E-05, 0, 7.93E-05, 0.2, 7.93E-05, 0
7.93E-05, 0, 7.93E-05, 0, 7.93E-05, 0
7.93E-05, 0, 7.93E-05, 0.2, 7.93E-05, 0.4
7.93E-05, 0.2, 7.93E-05, -0.2, 7.93E-05, 0.2
7.93E-05, 0, 7.93E-05, 0.4, 7.93E-05, 0
7.94E-05, 0.2, 7.94E-05, -0.2, 7.94E-05, 0
7.94E-05, 0.4, 7.94E-05, 0.2, 7.94E-05, 0.2
7.94E-05, 0, 7.94E-05, 0.2, 7.94E-05, 0.4
7.94E-05, 0.6, 7.94E-05, 0.4, 7.94E-05, 0.2
7.94E-05, 0, 7.94E-05, 0, 7.94E-05, 0
7.95E-05, -0.2, 7.95E-05, 0.4, 7.95E-05, 0.4
7.95E-05, -0.2, 7.95E-05, -0.2, 7.95E-05, 0
7.95E-05, 0.2, 7.95E-05, -0.2, 7.95E-05, 0
7.95E-05, 0.4, 7.95E-05, 0, 7.95E-05, 0.2
7.95E-05, 0, 7.95E-05, -0.2, 7.95E-05, 0.2
7.96E-05, 0.4, 7.96E-05, -0.2, 7.96E-05, 0
7.96E-05, 0, 7.96E-05, -0.2, 7.96E-05, 0.4
7.96E-05, 0, 7.96E-05, 0, 7.96E-05, 0
7.96E-05, 0.4, 7.96E-05, 0.2, 7.96E-05, 0.2
7.96E-05, -0.2, 7.96E-05, 0.2, 7.96E-05, 0.4
7.97E-05, 0.2, 7.97E-05, 0, 7.97E-05, 0
7.97E-05, 0, 7.97E-05, 0, 7.97E-05, 0.2
7.97E-05, 0, 7.97E-05, 0.2, 7.97E-05, 0
7.97E-05, 0.4, 7.97E-05, 0.2, 7.97E-05, 0
7.97E-05, 0.2, 7.97E-05, -0.2, 7.97E-05, -0.2
7.98E-05, 0.4, 7.98E-05, 0, 7.98E-05, 0
7.98E-05, 0.2, 7.98E-05, 0, 7.98E-05, 0
7.98E-05, 0, 7.98E-05, 0.4, 7.98E-05, 0
7.98E-05, 0.4, 7.98E-05, 0.2, 7.98E-05, -0.2
7.98E-05, 0, 7.98E-05, 0, 7.98E-05, 0
7.99E-05, 0.4, 7.99E-05, 0, 7.99E-05, 0.2
7.99E-05, 0.4, 7.99E-05, 0, 7.99E-05, 0.2
7.99E-05, 0, 7.99E-05, 0, 7.99E-05, 0.2
7.99E-05, 0, 7.99E-05, -0.2, 7.99E-05, 0.2
7.99E-05, -0.2, 7.99E-05, 0, 7.99E-05, 0.2
8.00E-05, 0.2, 8.00E-05, 0, 8.00E-05, 0.4
8.00E-05, 0.2, 8.00E-05, -0.2, 8.00E-05, -0.2
8.00E-05, 0.4, 8.00E-05, 0, 8.00E-05, 0.2
8.00E-05, 0.2, 8.00E-05, 0.4, 8.00E-05, 0.2
8.00E-05, 0.6, 8.00E-05, 0, 8.00E-05, 0.2
8.01E-05, -0.2, 8.01E-05, 0, 8.01E-05, 0
8.01E-05, 0.2, 8.01E-05, 0.2, 8.01E-05, 0
8.01E-05, 0.2, 8.01E-05, 0.2, 8.01E-05, 0.4
8.01E-05, 0, 8.01E-05, 0, 8.01E-05, 0.2
8.01E-05, 0, 8.01E-05, 0, 8.01E-05, -0.2
8.02E-05, 0.2, 8.02E-05, 0, 8.02E-05, 0.2
8.02E-05, 0, 8.02E-05, -0.2, 8.02E-05, 0.2
8.02E-05, 0, 8.02E-05, 0, 8.02E-05, 0.2
8.02E-05, 0, 8.02E-05, 0.4, 8.02E-05, 0
8.02E-05, 0, 8.02E-05, 0, 8.02E-05, 0.2
8.03E-05, 0.4, 8.03E-05, 0, 8.03E-05, 0.2
8.03E-05, 0, 8.03E-05, 0.2, 8.03E-05, 0.2
8.03E-05, 0.4, 8.03E-05, 0.2, 8.03E-05, -0.2
8.03E-05, 0.2, 8.03E-05, 0.2, 8.03E-05, 0.4
8.03E-05, 0.2, 8.03E-05, 0.2, 8.03E-05, 0.4
8.04E-05, 0.2, 8.04E-05, 0, 8.04E-05, 0.2
